Random Forest,Decision Tree,Gradient Boosting,Linear Regression,XGBRegressor,CatBoosting Regressor,AdaBoost Regressor,Ridge,Lasso
0.853359525304922,0.7245293129321086,0.8720819215448201,-5.766254835010658e+20,0.8601689558021746,0.8695029110871555,0.8291121714477698,0.8751868576132498,0.8829930771951391
